"ID","Binomial","Replicate","Class","Order","Family","Genus","Species","Subspecies","Common_name","Location","Latitude","Longitude","System","Units","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","FBname","SpeciesRefNo","LongevityWild","LongevityCaptive","Length","LTypeMaxM","LengthFemale","LTypeMaxF","CommonLength","LTypeComM","CommonLengthF","LTypeComF","DepthRangeShallow","DepthRangeDeep","DepthRangeRef","DepthRangeComShallow","DepthRangeComDeep","DepthComRef","SpecCode","Troph","seTroph","TrophObserved","Median_T","lcl_T","ucl_T","n_T"
673,"Atheresthes_stomias",1,"Fish","Pleuronectiformes","Pleuronectidae","Atheresthes","stomias","NULL","Arrowtooth flounder","Strait of Georgia",49.35,-123.87,"Marine","Biomass","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","46500.37143","NULL","NULL","79784.77273","NULL","NULL","NULL","NULL","NULL","Arrow-tooth flounder",2850,23,NA,84,"TL",NA,NA,"50","TL",NA,NA,"18",950,50610,NA,NA,NA,"517",4.17000007629395,0.272000014781952,TRUE,NA,NA,NA,NA
674,"Aulorhynchus_flavidus",0,"Fish","Gasterosteiformes","Aulorhynchidae","Aulorhynchus","flavidus","NULL","Tube-snout","Pacific Rim National Park",48.782655,-125.173875,"Marine","Count","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","394","200","1","381","181","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Tube-snout",2850,9,NA,18,"TL",NA,NA,NA,NA,NA,NA,"0",30,6885,NA,NA,NA,"3270",3.39000010490417,0.415800005197525,TRUE,2.09999990463257,NA,NA,1
675,"Aulorhynchus_flavidus",0,"Fish","Gasterosteiformes","Aulorhynchidae","Aulorhynchus","flavidus","NULL","Tube-snout","Pacific Rim National Park",48.782655,-125.173875,"Marine","Count","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","288","460","NULL","NULL","NULL","NULL","NULL","NULL","Tube-snout",2850,9,NA,18,"TL",NA,NA,NA,NA,NA,NA,"0",30,6885,NA,NA,NA,"3270",3.39000010490417,0.415800005197525,TRUE,2.09999990463257,NA,NA,1
719,"Bathyraja_aleutica",1,"Fish","Rajiformes","Arhynchobatidae","Bathyraja","aleutica","NULL","Aleutian skate","West Coast Haida Gwaii",53.135067,-132.70632,"Marine","Biomass","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","29585.52829","13745.19222","5812.678714","NULL","10012.61206","NULL","10956.05261","NULL","NULL","NULL","14193.63449","NULL","NULL","NULL","NULL","Aleutian skate",27314,NA,NA,161,"TL",NA,NA,NA,NA,NA,NA,"15",1602,50550,NA,NA,NA,"2555",4.1399998664856,0.759999990463257,TRUE,NA,NA,NA,NA
743,"Bathyraja_interrupta",1,"Fish","Rajiformes","Arhynchobatidae","Bathyraja","interrupta","NULL","Sandpaper skate","West Coast Vancouver Island",49.31,-126.78,"Marine","Biomass","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","7757.887177","NULL","12137.79282","NULL","13528.82477","NULL","5421.250788","NULL","6175.586813","NULL","6305.225447","NULL","13781.94263","NULL","NULL","NULL","NULL","Sandpaper skate",27314,NA,NA,86,"TL",NA,NA,NA,NA,NA,NA,"23",1500,27436,NA,NA,NA,"2559",3.44000005722046,0.46000000834465,TRUE,NA,NA,NA,NA
744,"Bathyraja_interrupta",1,"Fish","Rajiformes","Arhynchobatidae","Bathyraja","interrupta","NULL","Sandpaper skate","West Coast Haida Gwaii",53.135067,-132.70632,"Marine","Biomass","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","6909.639739","15363.64468","3543.843661","NULL","11673.10213","NULL","3911.97095","NULL","NULL","NULL","8154.104527","NULL","NULL","NULL","NULL","Sandpaper skate",27314,NA,NA,86,"TL",NA,NA,NA,NA,NA,NA,"23",1500,27436,NA,NA,NA,"2559",3.44000005722046,0.46000000834465,TRUE,NA,NA,NA,NA
765,"Bathyraja_trachura",1,"Fish","Rajiformes","Arhynchobatidae","Bathyraja","trachura","NULL","Roughtail skate","West Coast Haida Gwaii",53.135067,-132.70632,"Marine","Biomass","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","19825.56014","7445.413134","26928.21979","NULL","6296.014236","NULL","35644.1524","NULL","NULL","NULL","85460.26611","NULL","NULL","NULL","NULL","Roughtail skate",27314,20,NA,91,"TL",NA,NA,NA,NA,NA,NA,"213",2550,80796,NA,NA,NA,"2571",3.99000000953674,0.720000028610229,FALSE,12.1999998092651,NA,NA,1
1026,"Beringraja_binoculata",1,"Fish","Rajiformes","Rajidae","Beringraja","binoculata","NULL","Big Skate","West Coast Vancouver Island",49.31,-126.78,"Marine","Biomass","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","219307.2542","NULL","172864.7093","NULL","115529.6351","NULL","82268.04986","NULL","94674.92922","NULL","85506.70295","NULL","217166.9899","NULL","NULL","NULL","NULL","Big skate",27314,NA,NA,244,"TL",NA,NA,"180","TL",NA,NA,"3",800,6793,3,110,2850,"2556",3.92000007629395,0.639999985694885,TRUE,NA,NA,NA,NA
1028,"Beringraja_binoculata",1,"Fish","Rajiformes","Rajidae","Beringraja","binoculata","NULL","Big Skate","Strait of Georgia",49.35,-123.87,"Marine","Biomass","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","32604.57143","NULL","NULL","105588.0909","NULL","NULL","NULL","NULL","NULL","Big skate",27314,NA,NA,244,"TL",NA,NA,"180","TL",NA,NA,"3",800,6793,3,110,2850,"2556",3.92000007629395,0.639999985694885,TRUE,NA,NA,NA,NA
1128,"Bothrocara_brunneum",1,"Fish","Perciformes","Zoarcidae","Bothrocara","brunneum","NULL","twoline eelpout","West Coast Haida Gwaii",53.135067,-132.70632,"Marine","Biomass","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","4867.741747","2480.023875","7628.813631","NULL","1536.021843","NULL","5649.020665","NULL","NULL","NULL","35331.34542","NULL","NULL","NULL","NULL","Twoline eelpout",2850,NA,NA,74,"TL",NA,NA,NA,NA,NA,NA,"129",2570,50550,457,NA,2850,"11657",3.50999999046326,0.439999997615814,FALSE,NA,NA,NA,NA
1129,"Brachyistius_frenatus",0,"Fish","Perciformes","Embiotocidae","Brachyistius","frenatus","NULL","Kelp perch","Pacific Rim National Park",48.782655,-125.173875,"Marine","Count","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","136","361","210","60","292","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Kelp perch",2850,NA,NA,22,"TL",NA,NA,NA,NA,NA,NA,NA,30,2850,NA,NA,NA,"3625",3.5,0.5,TRUE,NA,NA,NA,NA
1130,"Brachyistius_frenatus",0,"Fish","Perciformes","Embiotocidae","Brachyistius","frenatus","NULL","Kelp perch","Pacific Rim National Park",48.782655,-125.173875,"Marine","Count","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","630","461","1072","77","NULL","NULL","NULL","NULL","Kelp perch",2850,NA,NA,22,"TL",NA,NA,NA,NA,NA,NA,NA,30,2850,NA,NA,NA,"3625",3.5,0.5,TRUE,NA,NA,NA,NA
1742,"Citharichthys_sordidus",1,"Fish","Pleuronectiformes","Paralichthyidae","Citharichthys","sordidus","NULL","Pacific sanddab","West Coast Vancouver Island",49.31,-126.78,"Marine","Biomass","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1042409.848","NULL","928727.4912","NULL","1079172.178","NULL","765163.9638","NULL","796771.7134","NULL","845337.13","NULL","1055623.902","NULL","NULL","NULL","NULL","Pacific sanddab",2850,9,NA,41,"TL",NA,NA,NA,NA,NA,NA,"0",549,6793,15,NA,27436,"4215",3.46000003814697,0.349000006914139,TRUE,3.70000004768372,NA,NA,1
1743,"Citharichthys_sordidus",1,"Fish","Pleuronectiformes","Paralichthyidae","Citharichthys","sordidus","NULL","Pacific sanddab","Strait of Georgia",49.35,-123.87,"Marine","Biomass","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","291448.4286","NULL","NULL","1859","NULL","NULL","NULL","NULL","NULL","Pacific sanddab",2850,9,NA,41,"TL",NA,NA,NA,NA,NA,NA,"0",549,6793,15,NA,27436,"4215",3.46000003814697,0.349000006914139,TRUE,3.70000004768372,NA,NA,1
1793,"Clupea_harengus",1,"Fish","Clupeiformes","Clupeidae","Clupea","harengus","NULL","Herring","Scots Bay (inbox)",45.302016,-64.405888,"Marine","Biomass (000s t)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","46","185","216","129","123","115","21","32","51","23","82","42","106","144","67","221","260","110","NULL","NULL","NULL","NULL","Atlantic herring",188,25,NA,45,"SL",NA,NA,"30","SL",NA,NA,"0",364,58426,0,200,6683,"24",3.38000011444092,0.128000006079674,TRUE,3.40000009536743,3.20000004768372,3.70000004768372,106
1794,"Clupea_harengus",1,"Fish","Clupeiformes","Clupeidae","Clupea","harengus","NULL","Herring","German Bank (inbox)",43.2532,-65.50048,"Marine","Biomass (000s t)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","495","334","257","416","349","392","269","291","495","239","396","235","289","278","254","230","176","212","NULL","NULL","NULL","NULL","Atlantic herring",188,25,NA,45,"SL",NA,NA,"30","SL",NA,NA,"0",364,58426,0,200,6683,"24",3.38000011444092,0.128000006079674,TRUE,3.40000009536743,3.20000004768372,3.70000004768372,106
1795,"Clupea_harengus",1,"Fish","Clupeiformes","Clupeidae","Clupea","harengus","NULL","Herring","Trinity Ledge",42.550438,-59.822611,"Marine","Biomass (000s t)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","4","1","15","9","12","12","11","16","3","1","2","2","7","3","1","5","1","1","NULL","NULL","NULL","NULL","Atlantic herring",188,25,NA,45,"SL",NA,NA,"30","SL",NA,NA,"0",364,58426,0,200,6683,"24",3.38000011444092,0.128000006079674,TRUE,3.40000009536743,3.20000004768372,3.70000004768372,106
1835,"Clupea_pallasii",1,"Fish","Clupeiformes","Clupeidae","Clupea","pallasii","NULL","Pacific herring","Strait of Georgia",49.35,-123.87,"Marine","Biomass","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","28100.71429","NULL","NULL","70658","NULL","NULL","NULL","NULL","NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1836,"Clupea_pallasii",1,"Fish","Clupeiformes","Clupeidae","Clupea","pallasii","pallasii","Pacific herring","West Coast Vancouver Island",49.31,-126.78,"Marine","Biomass","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","7325.176135","NULL","23780.05547","NULL","35212.13171","NULL","3853.973271","NULL","14348.37363","NULL","43621.10901","NULL","10124.99627","NULL","NULL","NULL","NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1837,"Clupea_pallasii",1,"Fish","Clupeiformes","Clupeidae","Clupea","pallasii","NULL","Pacific herring","BC",49.31,-126.78,"Marine","Spawning biomass (000s t)","NULL","33.54","20.93","29.65","25.41","30.77","34.57","49.73","56.09","29.36","13.91","19.9","32.12","32","30.39","18.38","8.92","8.04","14.13","17.94","31.84","51.47","67.53","74.57","85.5","109.09","89.65","78.73","69.27","65.61","72.96","67.5","49.62","37.37","42.49","61.79","69.31","67.55","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1838,"Clupea_pallasii",1,"Fish","Clupeiformes","Clupeidae","Clupea","pallasii","NULL","Pacific herring","BC",49.31,-126.78,"Marine","Spawning biomass (000s t)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","90.89","74.45","67.49","62.43","82.32","81.32","68.53","58.34","63.82","78.91","55.83","39.42","35.5","37.37","37.28","31.48","19","11.88","10.76","9.71","8.5","8.98","10.39","13.16","12.9","16.04","22.57","29.84","34.61","NULL","NULL","NULL","NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2431,"Coryphaenoides_acrolepis",1,"Fish","Gadiformes","Macrouridae","Coryphaenoides","acrolepis","NULL","Pacific grenadier","West Coast Haida Gwaii",53.135067,-132.70632,"Marine","Biomass","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","502230.0111","14291.30957","611566.9909","NULL","352073.6297","NULL","461395.5999","NULL","NULL","NULL","878077.581","NULL","NULL","NULL","NULL","Pacific grenadier",1371,73,NA,104,"TL",NA,NA,"46.900001525878906","TL",NA,NA,"300",3700,50550,900,1300,56476,"8467",3.79999995231628,0.540000021457672,TRUE,45.7999992370605,NA,NA,2
2433,"Coryphaenoides_cinereus",1,"Fish","Gadiformes","Macrouridae","Coryphaenoides","cinereus","NULL","Popeye grenadier","West Coast Haida Gwaii",53.135067,-132.70632,"Marine","Biomass","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","221048.8176","16096.52276","214456.4476","NULL","28522.70404","NULL","253485.7888","NULL","NULL","NULL","186608.6493","NULL","NULL","NULL","NULL","Popeye grenadier",1371,10,NA,66,"TL",NA,NA,"44.099998474121094","TL",NA,NA,"150",3500,50550,800,1200,56476,"8473",3.57999992370605,0.409999996423721,FALSE,NA,NA,NA,NA
2435,"Culaea_inconstans",0,"Fish","Gasterosteiformes","Gasterosteidae","Culaea","inconstans","NULL","Brook stickleback","Prince Edward Island National Park",46.416091,-63.074093,"Freshwater","CPUE","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0.000519751","NULL","0.00109505","NULL","NULL","NULL","NULL","0.001940554","NULL","0.008453879","NULL","NULL","NULL","Brook stickleback",5723,2,NA,8.69999980926514,"TL",NA,NA,"5","TL",NA,NA,"0",55,1998,NA,NA,NA,"3271",3.19000005722046,0.143999993801117,TRUE,NA,NA,NA,NA
2440,"Cymatogaster_aggregata",1,"Fish","Perciformes","Embiotocidae","Cymatogaster","aggregata","NULL","Shiner perch","Pacific Rim National Park",48.782655,-125.173875,"Marine","Count","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","635","122","7","313","22","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Shiner perch",2850,9,NA,20.2999992370605,"TL",NA,NA,"11.5","TL",NA,NA,"1",146,2850,NA,NA,NA,"3626",2.99000000953674,0.310000002384186,TRUE,NA,NA,NA,NA
2441,"Cymatogaster_aggregata",1,"Fish","Perciformes","Embiotocidae","Cymatogaster","aggregata","NULL","Shiner perch","Pacific Rim National Park",48.782655,-125.173875,"Marine","Count","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","402","412","300","59","NULL","NULL","NULL","NULL","Shiner perch",2850,9,NA,20.2999992370605,"TL",NA,NA,"11.5","TL",NA,NA,"1",146,2850,NA,NA,NA,"3626",2.99000000953674,0.310000002384186,TRUE,NA,NA,NA,NA
