ID,Binomial,Replicate,Class,Order,Family,Genus,Species,Subspecies,Common_name,Location,Latitude,Longitude,System,Units,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
36,Bathyraja_spinicauda,0,Elasmobranchii,Rajiformes,Arhynchobatidae,Bathyraja,spinicauda,,Spinytail skate,NAFO division 3K within Canada EEZ,50.695322,-52.121122,Marine,Catch per tow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.146,NULL,0.04,NULL,0.143,0.29,0.321,0.249,0.25,0.269,0.318,0.239,0.17,0.118,0.176,0.059,0.11,0.147,0.057,0.036,0.074,0.02,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
37,Helicolenus_dactylopterus,0,Actinopterygii,Scorpaeniformes,Sebastidae,Helicolenus,dactylopterus,,Blackbelly rosefish,NAFO division 4X within Canada EEZ,42.729563,-65.098835,Marine,Catch per tow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.12,NULL,NULL,NULL,0.296,0.398,0.092,NULL,NULL,0.397,0.321,0.157,0.432,0.751,0.411,1.558,2.498,1.04,2.075,0.694,1.223,1.712,1.096,2.695,2.294,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
38,Synaphobranchus_kaupii,0,Actinopterygii,Anguilliformes,Synaphobranchidae,Synaphobranchus,kaupii,,Kaup's arrowtooth eel,NAFO division 2J within Canada EEZ,53.910492,-53.864595,Marine,Catch per tow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.39,0.696,NULL,0.563,0.208,0.659,0.069,0.3,0.189,0.082,0.069,0.146,0.224,0.135,0.092,0.064,0.136,0.221,0.084,0.092,0.173,0.117,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
39,Centroscyllium_fabricii,0,Elasmobranchii,Squaliformes,Etmopteridae,Centroscyllium,fabricii,,Black dogfish,NAFO Division 3Ps within Canada EEZ,46.034584,-55.995809,Marine,Catch per tow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.087,0.909,1.16,1.397,2.794,1.262,0.586,1.168,3.725,8.989,4.25,5.751,1.486,8.947,16.648,12.309,17.67,31.776,28.978,28.707,24.214,29.187,45.805,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
40,Trachyrincus_murrayi,0,Actinopterygii,Gadiformes,Macrouridae,Trachyrincus,murrayi,,Roughnose grenadier,NAFO division 2J within Canada EEZ,53.910492,-53.864595,Marine,Catch per tow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.014,11.227,0.102,NULL,0.037,0.019,0.044,0.099,0.039,0.015,0.03,0.014,0.056,NULL,0.07,0.021,0.026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
41,Boreogadus_saida,0,Actinopterygii,Gadiformes,Gadidae,Boreogadus,saida,,Polar cod / Arctic cod,NAFO division 2J within Canada EEZ,53.910492,-53.864595,Marine,Catch per tow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.465,NULL,10.527,107.826,0.4,15.188,7.899,3.186,23.812,5.222,30.071,19.022,8.337,14.625,68.83,7.421,4.223,9.008,26.807,8.462,19.81,20.672,37.078,37.154,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
42,Hemitripterus_americanus,0,Actinopterygii,Scorpaeniformes,Hemitripteridae,Hemitripterus,americanus,,Sea raven,NAFO division 4X within Canada EEZ,42.729563,-65.098835,Marine,Catch per tow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.65893,0.66098,1.25217,0.80213,0.78125,1.4625,1.32941,1.17083,1.53333,1.33594,1.4563,2.11707,2.11893,1.73657,2.775,1.61909,0.99236,0.77273,1.23043,2.09091,1.28116,1.31343,1.93088,1.32727,1.25147,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
43,Phycis_chesteri,0,Actinopterygii,Gadiformes,Phycidae,Phycis,chesteri,,Longfin hake,NAFO division 4W within Canada EEZ,42.866877,-61.181309,Marine,Catch per tow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.73,8.81,4.15,2.56,9.57,4.19,0.36,1.45,1.08,4.08,6.42,3.74,18.11,16.81,26.21,25.19,10.14,4.88,4.74,4.2,1.14,8.6,0.26,0.16,0.98,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
44,Artediellus_uncinatus,0,Actinopterygii,Scorpaeniformes,Cottidae,Artediellus,uncinatus,,Arctic hookear sculpin,NAFO division 4Vs within Canada EEZ,43.437611,-57.690888,Marine,Catch per tow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.134,0.056,0.263,NULL,0.188,NULL,NULL,NULL,NULL,0.416,0.254,0.364,0.101,0.288,0.173,0.173,0.144,0.268,0.22,0.169,0.148,0.596,0.32,0.425,0.024,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45,Leptagonus_decagonus,0,Actinopterygii,Scorpaeniformes,Agonidae,Leptagonus,decagonus,,Atlantic poacher,NAFO division 3L within Canada EEZ,47.607599,-50.75978,Marine,Catch per tow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.25,0.153,0.114,NULL,0.259,0.589,0.238,0.139,0.167,0.227,0.167,0.13,0.26,0.187,0.072,0.095,0.067,0.135,0.035,0.279,0.227,0.134,0.57,0.394,0.235,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
46,Argentina_silus,1,Actinopterygii,Osmeriformes,Argentinidae,Argentina,silus,,Atlantic argentine,NAFO division 4X within Canada EEZ,42.729563,-65.098835,Marine,Catch per tow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8.729,9.598,1.546,1.949,4.167,0.875,2.616,6.642,51.177,6.718,2.941,5,7.644,16.275,4.051,34.21,3.79,6.345,4.464,1.068,7.31,3.424,11.457,26.3,27.166,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
47,Urophycis_chuss,1,Actinopterygii,Gadiformes,Phycidae,Urophycis,chuss,,Red hake,NAFO division 4W within Canada EEZ,42.866877,-61.181309,Marine,Catch per tow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.27,0.32,0.04,0.1,0.22,0.02,NULL,1.13,1.07,2.92,2.13,4.4,7.6,4.16,7.6,2.61,6.06,3.98,3.62,4.14,1.58,1.63,1.04,1.4,4.61,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
48,Alces_americanus,0,Mammalia,Artiodactyla,Cervidae,Alces,alces,,Moose,"Lower Mainland, British Columbia",49.21759,-122.5003,Terrestrial,Estimated number of individuals,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,85,NULL,NULL,85,NULL,NULL,NULL,80,NULL,NULL,80,NULL,NULL,80,NULL,NULL,80,NULL,NULL,NULL,NULL,80,NULL,NULL,112.5,NULL,NULL,112.5,NULL,NULL,NULL,NULL,NULL,NULL
49,Alces_americanus,0,Mammalia,Artiodactyla,Cervidae,Alces,alces,,Moose,"Thompson-Nicola, British Columbia",50.25503,-120.69689,Terrestrial,Estimated number of individuals,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7000,NULL,NULL,7500,NULL,NULL,NULL,7600,NULL,NULL,7900,NULL,NULL,7500,NULL,NULL,8000,NULL,NULL,NULL,NULL,8000,NULL,NULL,10000,NULL,NULL,9000,NULL,NULL,NULL,NULL,NULL,NULL
50,Alces_americanus,0,Mammalia,Artiodactyla,Cervidae,Alces,alces,,Moose,"Okanagan, British Columbia",49.85923,-119.03137,Terrestrial,Estimated number of individuals,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1000,NULL,NULL,1000,NULL,NULL,NULL,1550,NULL,NULL,1550,NULL,NULL,2650,NULL,NULL,2650,NULL,NULL,NULL,NULL,2650,NULL,NULL,2500,NULL,NULL,4000,NULL,NULL,NULL,NULL,NULL,NULL
51,Alces_americanus,0,Mammalia,Artiodactyla,Cervidae,Alces,alces,,Moose,"Kootenay (E&W), British Columbia",49.70849,-116.81213,Terrestrial,Estimated number of individuals,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7250,NULL,NULL,7350,NULL,NULL,NULL,7650,NULL,NULL,7650,NULL,NULL,6450,NULL,NULL,6950,NULL,NULL,NULL,NULL,6050,NULL,NULL,8000,NULL,NULL,5500,NULL,NULL,NULL,NULL,NULL,NULL
52,Alces_americanus,0,Mammalia,Artiodactyla,Cervidae,Alces,alces,,Moose,"Cariboo, British Columbia",52.40318,-123.45536,Terrestrial,Estimated number of individuals,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22500,NULL,NULL,22000,NULL,NULL,NULL,15500,NULL,NULL,16000,NULL,NULL,19500,NULL,NULL,24000,NULL,NULL,NULL,NULL,24000,NULL,NULL,24000,NULL,NULL,19000,NULL,NULL,NULL,NULL,NULL,NULL
53,Alces_americanus,0,Mammalia,Artiodactyla,Cervidae,Alces,alces,,Moose,"Skeena, British Columbia",54.24977,-129.83266,Terrestrial,Estimated number of individuals,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,60000,NULL,NULL,60000,NULL,NULL,NULL,36500,NULL,NULL,36500,NULL,NULL,37500,NULL,NULL,37500,NULL,NULL,NULL,NULL,37500,NULL,NULL,35000,NULL,NULL,35000,NULL,NULL,NULL,NULL,NULL,NULL
54,Alces_americanus,0,Mammalia,Artiodactyla,Cervidae,Alces,alces,,Moose,"Omineca, British Columbia",55.95301,-124.77368,Terrestrial,Estimated number of individuals,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23500,NULL,NULL,23500,NULL,NULL,NULL,21000,NULL,NULL,40000,NULL,NULL,40000,NULL,NULL,40000,NULL,NULL,NULL,NULL,40000,NULL,NULL,40000,NULL,NULL,25000,NULL,NULL,NULL,NULL,NULL,NULL
55,Alces_americanus,0,Mammalia,Artiodactyla,Cervidae,Alces,alces,,Moose,"Peace/Laird, British Columbia",58.05463,-124.89257,Terrestrial,Estimated number of individuals,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,51500,NULL,NULL,51500,NULL,NULL,NULL,67000,NULL,NULL,59000,NULL,NULL,50000,NULL,NULL,60000,NULL,NULL,NULL,NULL,60000,NULL,NULL,69500,NULL,NULL,65000,NULL,NULL,NULL,NULL,NULL,NULL
56,Antilocapra_americana,0,Mammalia,Artiodactyla,Antilocapridae,Antilocapra,americana,,Pronghorn,"Pronghorn Management Units 1-4, southwest Saskatchewan",50.285,-107.796944,Terrestrial,Number of individuals,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1382,1575,717,580,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
57,Alces_americanus,0,Mammalia,Artiodactyla,Cervidae,Alces,alces,,Moose,"Cassiar, British Columbia",59.498332,-128.9788944,Terrestrial,Census,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,116,160,137,177,172,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
58,Alces_americanus,0,Mammals,Artiodactyla,Cervidae,Alces,alces,NULL,Moose,Cape Breton (outside Park),46.459772,-60.782507,Terrestrial,Population estimate,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4170,2474,NULL,3634,NULL,1729,NULL,1838,NULL,NULL,NULL,NULL,NULL,NULL,3291,NULL,NULL,NULL,NULL,NULL
59,Alces_americanus,0,Mammals,Artiodactyla,Cervidae,Alces,alces,NULL,Moose,Cape Breton National Park,46.7213,-60.722076,Terrestrial,Population estimate,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2520,2860,NULL,4233,NULL,1707,NULL,1210,NULL,NULL,2124,NULL,NULL,NULL,1800,NULL,NULL,NULL,NULL,NULL
60,Alces_americanus,0,Mammals,Artiodactyla,Cervidae,Alces,alces,NULL,Moose,Jasper National Park,52.872871,-117.953929,Terrestrial,Estimate based on raw counts corrected for sightability,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,180,296,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
61,Alces_americanus,0,Mammals,Artiodactyla,Cervidae,Alces,alces,NULL,Moose,"Pukaskwa National Park, Ontario",48.289722,-85.903961,Terrestrial,Moose per km2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.11,NULL,NULL,NULL,NULL,NULL,0.08,NULL,NULL,NULL
62,Alces_americanus,0,Mammals,Artiodactyla,Cervidae,Alces,alces,NULL,Moose,Riding Mountain National Park,50.855683,-100.131889,Terrestrial,Total count,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4803,4682,3763,4030,2572,2332,2678,2506,2473,2948,2833,3003,2683,2949,2575,2422,3054,2921,NULL,NULL,NULL,NULL
63,Alces_americanus,0,Mammals,Artiodactyla,Cervidae,Alces,alces,NULL,Moose,Kluane National Park and Reserve,60.749785,-139.500032,Terrestrial,Total Count,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170,NULL,207,190,193,170,NULL,249,NULL,211,235,232,264,256,250,279,NULL,228,242,NULL,286,287,289,197,NULL,301,NULL,NULL,NULL,263,NULL,240,245,NULL,NULL,NULL,NULL,NULL
64,Salvelinus_malma,0,Actinopterygii,Salmoniformes,Salmonidae,Salvelinus,malma,malma,Dolly varden,"Rat River, Northwest Territories",67.721111,-135.244167,Freshwater,Estimated numbers of individuals,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11191,NULL,NULL,NULL,NULL,NULL,NULL,9679,NULL,14919,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
65,Alces_americanus,0,Mammals,Artiodactyla,Cervidae,Alces,alces,NULL,Moose,Elk Island National Park,53.637361,-112.857039,Terrestrial,Population estimate,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,75,125,82,117,118,NULL,225,160,160,120,120,120,36,61,98,140,226,145,170,77,112,146,122,102,76,85,99,86,81,149,NULL,190,NULL,177,139,240,225,210,216,275,334,313,248,208,274,230,258,250,NULL,NULL,NULL
66,Alces_americanus,0,Mammals,Artiodactyla,Cervidae,Alces,alces,NULL,Moose,Elk Island National Park,53.637361,-112.857039,Terrestrial,Population estimate,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,280,353,310,297,289,271,449,293,234,366,380,187,214,148,221,NULL,351,248,197,NULL,276,282,271,281,283,229,192,258,264,202,NULL,284,304,170,120,76,104,105,64,78,107,107,53,43,55,60,44,37,NULL,NULL,NULL
67,Alces_americanus,0,Mammals,Artiodactyla,Cervidae,Alces,alces,NULL,Moose,Kluane National Park and Reserve,60.749785,-139.500032,Terrestrial,Total Count,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,91,114,99,128,117,103,105,104,102,108,85,NULL,90,93,71,62,64,72,53,40,36,NULL,39,46,40,44,26,34,36,NULL,62,64,59,81,66,NULL,78,NULL,NULL,NULL
68,Alosa_pseudoharengus,0,Actinopterygii,Clupeiformes,Clupeidae,Alosa,pseudoharengus,NULL,Anadromous alewife,"Saint John River, New Brunswick",45.55,-66.52,Freshwater,SSB (Thousands),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21,89,68,326,987,1150,596,779,643,299,329,334,329,327,526,451,179,586,1131,1577,2109,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
69,Alosa_pseudoharengus,0,Actinopterygii,Clupeiformes,Clupeidae,Alosa,pseudoharengus,,Anadromous alewife,NAFO 3Ps,46.03458383,-55.99580924,Marine,Catch per tow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.015873016,NULL,NULL,0.017751479,0.020833333,0.04587156,0.010989011,NULL,NULL,NULL,0.007462687,0.009478673,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
70,Alosa_pseudoharengus,1,Actinopterygii,Clupeiformes,Clupeidae,Alosa,pseudoharengus,,Anadromous alewife,NAFO 4T,47.63768534,-63.7280474,Marine,Catch per tow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.80675559,9.20668475,7.598678092,14.66173887,17.23900929,2.657746479,3.596125349,1.961268147,6.585370493,1.477914711,2.137371759,0.395234703,1.224393677,1.080343506,0.465852795,14.83448304,3.885877145,1.282470742,2.94375,5.916783267,0.984059633,0.698143984,0.503054895,1.876739118,20.55766341,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
71,Citharichthys_stigmaeus,0,Actinopterygii,Pleuronectiformes,Paralichthyidae,Citharichthys,stigmaeus,,Speckled sanddab,"Hecate Strait, British Columbia",53.166667,-130.833333,Marine,Biomass index (kg per hour),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.72,NULL,NULL,0.15,NULL,0.17,NULL,NULL,0.07,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
72,Alosa_pseudoharengus,0,Actinopterygii,Clupeiformes,Clupeidae,Alosa,pseudoharengus,,Anadromous alewife,NAFO 4Vn,46.44191714,-59.34894137,Marine,Catch per tow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.1512605,NULL,0.680672286,0.093103448,NULL,1.958425464,0.447869667,0.1019608,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
