ID,Binomial,Replicate,Class,Order,Family,Genus,Species,Subspecies,Common_name,Location,Latitude,Longitude,System,Units,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,FBname,SpecCode,SpeciesRefNo,LongevityWild,AgeMax,LongevityCaptive,Length,LTypeMaxM,LengthFemale,LTypeMaxF,CommonLength,LTypeComM,CommonLengthF,LTypeComF,Weight,WeightFemale,MaxWeightRef,Median_T,lcl_T,ucl_T,n_T,Herbivory2,DietTroph,DietSeTroph,DietRemark,DietRef,FoodTroph,FoodSeTroph,FoodRemark,FoodRef,Troph,seTroph,TrophObserved,MaxLength_TLonly
43,Phycis_chesteri,0,Actinopterygii,Gadiformes,Phycidae,Phycis,chesteri,NA,Longfin hake,"NAFO division 4W within Canada EEZ",42.866877,-61.181309,Marine,Catch per tow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.73,8.81,4.15,2.56,9.57,4.19,0.36,1.45,1.08,4.08,6.42,3.74,18.11,16.81,26.21,25.19,10.14,4.88,4.74,4.2,1.14,8.6,0.26,0.16,0.98,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Longfin hake,1880,1371,NA,NA,NA,42,NG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mainly animals (troph. 2.8 and up),3.17,NA,Troph of adults from 1 study.,37512,3.93,0.57,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,3.99000000953674,0.519999980926514,FALSE,NA
44,Artediellus_uncinatus,0,Actinopterygii,Scorpaeniformes,Cottidae,Artediellus,uncinatus,NA,Arctic hookear sculpin,"NAFO division 4Vs within Canada EEZ",43.437611,-57.690888,Marine,Catch per tow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.134,0.056,0.263,NULL,0.188,NULL,NULL,NULL,NULL,0.416,0.254,0.364,0.101,0.288,0.173,0.173,0.144,0.268,0.22,0.169,0.148,0.596,0.32,0.425,0.024,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Arctic hookear sculpin,4043,4698,NA,NA,NA,10,TL,7.800000190734863,TL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mainly animals (troph. 2.8 and up),NA,NA,NA,NA,3.5,0.37,Tentative trophic level derived from 1 + troph of a single food item,NA,3.5,0.370000004768372,TRUE,10
45,Leptagonus_decagonus,0,Actinopterygii,Scorpaeniformes,Agonidae,Leptagonus,decagonus,NA,Atlantic poacher,"NAFO division 3L within Canada EEZ",47.607599,-50.75978,Marine,Catch per tow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.25,0.153,0.114,NULL,0.259,0.589,0.238,0.139,0.167,0.227,0.167,0.13,0.26,0.187,0.072,0.095,0.067,0.135,0.035,0.279,0.227,0.134,0.57,0.394,0.235,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Atlantic poacher,4154,4700,NA,NA,NA,21,TL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mainly animals (troph. 2.8 and up),NA,NA,NA,NA,3.22,0.35,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,3.22000002861023,0.349999994039536,TRUE,21
46,Argentina_silus,1,Actinopterygii,Osmeriformes,Argentinidae,Argentina,silus,NA,Atlantic argentine,"NAFO division 4X within Canada EEZ",42.729563,-65.098835,Marine,Catch per tow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8.729,9.598,1.546,1.949,4.167,0.875,2.616,6.642,51.177,6.718,2.941,5,7.644,16.275,4.051,34.21,3.79,6.345,4.464,1.068,7.31,3.424,11.457,26.3,27.166,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Greater argentine,2700,4773,35,NA,NA,70,SL,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.09999990463257,5.5,7.90000009536743,20,mainly animals (troph. 2.8 and up),3.32,0.3,Troph of adults from 2 studies.,37512,3.63,0.56,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,3.3199999332428,0.300000011920929,TRUE,81.0291993618011
47,Urophycis_chuss,1,Actinopterygii,Gadiformes,Phycidae,Urophycis,chuss,NA,Red hake,"NAFO division 4W within Canada EEZ",42.866877,-61.181309,Marine,Catch per tow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.27,0.32,0.04,0.1,0.22,0.02,NULL,1.13,1.07,2.92,2.13,4.4,7.6,4.16,7.6,2.61,6.06,3.98,3.62,4.14,1.58,1.63,1.04,1.4,4.61,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Red hake,312,1371,NA,NA,NA,66,TL,NA,NA,NA,NA,NA,NA,3600,NA,40637,5.80000019073486,NA,NA,1,mainly animals (troph. 2.8 and up),3.72,0.256,Troph of adults from 2 studies.,37512,3.73,0.58,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,3.72000002861023,0.256000012159348,TRUE,66
64,Salvelinus_malma,0,Actinopterygii,Salmoniformes,Salmonidae,Salvelinus,malma,malma,Dolly varden,"Rat River, Northwest Territories",67.721111,-135.244167,Freshwater,Estimated numbers of individuals,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11191,NULL,NULL,NULL,NULL,NULL,NULL,9679,NULL,14919,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Dolly varden,2691,86798,NA,NA,20,127,TL,NA,NA,37.5,TL,NA,NA,18300,NA,27436,NA,NA,NA,NA,mainly animals (troph. 2.8 and up),4.4,0.558,"Troph of adults from 2 studies., Troph of adults from 2 studies.","13798, NA",3.46999998092651,0.53,"Trophic level estimated from a number of food items using a randomized resampling routine., Tentative trophic level derived from 1 + troph of a single food item",NA,4.40000009536743,0.558000028133392,TRUE,127
68,Alosa_pseudoharengus,0,Actinopterygii,Clupeiformes,Clupeidae,Alosa,pseudoharengus,NULL,Anadromous alewife,"Saint John River, New Brunswick",45.55,-66.52,Freshwater,SSB (Thousands),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21,89,68,326,987,1150,596,779,643,299,329,334,329,327,526,451,179,586,1131,1577,2109,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Alewife,1583,188,9,NA,NA,40,SL,NA,NA,30,SL,NA,NA,200,NA,7251,2.70000004768372,NA,NA,2,mainly animals (troph. 2.8 and up),3.39,0.322,Troph of adults from 2 studies.,37512,3.29,0.44,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,3.39000010490417,0.321999996900558,TRUE,51.2703990936279
69,Alosa_pseudoharengus,0,Actinopterygii,Clupeiformes,Clupeidae,Alosa,pseudoharengus,NA,Anadromous alewife,"NAFO 3Ps",46.03458383,-55.99580924,Marine,Catch per tow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.015873016,NULL,NULL,0.017751479,0.020833333,0.04587156,0.010989011,NULL,NULL,NULL,0.007462687,0.009478673,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Alewife,1583,188,9,NA,NA,40,SL,NA,NA,30,SL,NA,NA,200,NA,7251,2.70000004768372,NA,NA,2,mainly animals (troph. 2.8 and up),3.39,0.322,Troph of adults from 2 studies.,37512,3.29,0.44,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,3.39000010490417,0.321999996900558,TRUE,51.2703990936279
70,Alosa_pseudoharengus,1,Actinopterygii,Clupeiformes,Clupeidae,Alosa,pseudoharengus,NA,Anadromous alewife,"NAFO 4T",47.63768534,-63.7280474,Marine,Catch per tow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.80675559,9.20668475,7.598678092,14.66173887,17.23900929,2.657746479,3.596125349,1.961268147,6.585370493,1.477914711,2.137371759,0.395234703,1.224393677,1.080343506,0.465852795,14.83448304,3.885877145,1.282470742,2.94375,5.916783267,0.984059633,0.698143984,0.503054895,1.876739118,20.55766341,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Alewife,1583,188,9,NA,NA,40,SL,NA,NA,30,SL,NA,NA,200,NA,7251,2.70000004768372,NA,NA,2,mainly animals (troph. 2.8 and up),3.39,0.322,Troph of adults from 2 studies.,37512,3.29,0.44,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,3.39000010490417,0.321999996900558,TRUE,51.2703990936279
71,Citharichthys_stigmaeus,0,Actinopterygii,Pleuronectiformes,Paralichthyidae,Citharichthys,stigmaeus,NA,Speckled sanddab,"Hecate Strait, British Columbia",53.166667,-130.833333,Marine,Biomass index (kg per hour),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.72,NULL,NULL,0.15,NULL,0.17,NULL,NULL,0.07,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Speckled sanddab,4217,2850,NA,NA,NA,17,TL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mainly animals (troph. 2.8 and up),NA,NA,NA,NA,3.4,0.52,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,3.40000009536743,0.519999980926514,TRUE,17
72,Alosa_pseudoharengus,0,Actinopterygii,Clupeiformes,Clupeidae,Alosa,pseudoharengus,NA,Anadromous alewife,"NAFO 4Vn",46.44191714,-59.34894137,Marine,Catch per tow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.1512605,NULL,0.680672286,0.093103448,NULL,1.958425464,0.447869667,0.1019608,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Alewife,1583,188,9,NA,NA,40,SL,NA,NA,30,SL,NA,NA,200,NA,7251,2.70000004768372,NA,NA,2,mainly animals (troph. 2.8 and up),3.39,0.322,Troph of adults from 2 studies.,37512,3.29,0.44,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,3.39000010490417,0.321999996900558,TRUE,51.2703990936279
73,Podothecus_accipenserinus,0,Actinopterygii,Scorpaeniformes,Agonidae,Podothecus,accipenserinus,NA,Sturgeon poacher,"Hecate Strait, British Columbia",53.166667,-130.833333,Marine,Biomass index (kg per hour),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.18,NULL,0.16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2,NULL,0.21,0.58,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sturgeon poacher,4153,43939,NA,NA,NA,30.5,TL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mainly animals (troph. 2.8 and up),3.36,0.133,Troph of juv./adults from 5 studies.,6373,3.51,0.52,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,3.35999989509583,0.133000001311302,TRUE,30.5
74,Alosa_pseudoharengus,0,Actinopterygii,Clupeiformes,Clupeidae,Alosa,pseudoharengus,NA,Anadromous alewife,"NAFO 4Vs",43.43761069,-57.69088789,Marine,Catch per tow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.122658718,NULL,0.016806722,NULL,NULL,NULL,NULL,NULL,NULL,0.0162896,NULL,0.094268474,0.013931895,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Alewife,1583,188,9,NA,NA,40,SL,NA,NA,30,SL,NA,NA,200,NA,7251,2.70000004768372,NA,NA,2,mainly animals (troph. 2.8 and up),3.39,0.322,Troph of adults from 2 studies.,37512,3.29,0.44,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,3.39000010490417,0.321999996900558,TRUE,51.2703990936279
75,Alosa_pseudoharengus,0,Actinopterygii,Clupeiformes,Clupeidae,Alosa,pseudoharengus,NA,Anadromous alewife,"NAFO 4W",42.86687747,-61.18130929,Marine,Catch per tow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.025,0.050420176,NULL,NULL,NULL,NULL,NULL,3.215975791,0.687362872,19.23587464,3.837037132,0.78797776,3.554456917,7.604355297,8.692307692,5.444417779,8.518207279,10.19852941,2.720656333,0.938848921,20.79530308,2.160325234,0.415240531,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Alewife,1583,188,9,NA,NA,40,SL,NA,NA,30,SL,NA,NA,200,NA,7251,2.70000004768372,NA,NA,2,mainly animals (troph. 2.8 and up),3.39,0.322,Troph of adults from 2 studies.,37512,3.29,0.44,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,3.39000010490417,0.321999996900558,TRUE,51.2703990936279
76,Alosa_pseudoharengus,0,Actinopterygii,Clupeiformes,Clupeidae,Alosa,pseudoharengus,NA,Anadromous alewife,"NAFO 4X",42.72956311,-65.0988351,Marine,Catch per tow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.1493135,1.056219024,1.061335413,1.042211872,0.774918064,0.394879878,4.244466962,1.02981049,4.576644417,2.514653859,1.35432509,0.947703869,1.480881012,5.800801075,5.651518034,1.401686351,5.883928057,4.477480292,4.047361696,2.717142788,1.598263551,1.574166824,4.171955373,0.817485955,3.105961088,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Alewife,1583,188,9,NA,NA,40,SL,NA,NA,30,SL,NA,NA,200,NA,7251,2.70000004768372,NA,NA,2,mainly animals (troph. 2.8 and up),3.39,0.322,Troph of adults from 2 studies.,37512,3.29,0.44,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,3.39000010490417,0.321999996900558,TRUE,51.2703990936279
77,Alosa_pseudoharengus,0,Actinopterygii,Clupeiformes,Clupeidae,Alosa,pseudoharengus,NA,Anadromous alewife,"NAFO 5Y",44.26602876,-67.06471654,Marine,Catch per tow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.409091,NULL,1.764706,NULL,NULL,NULL,1.0588235,NULL,6.640147,0.375,2.25,13.93333333,5.816666667,2.4210525,0.333333333,9.8235295,1.0588235,NULL,2.27941175,0.315789333,7.882456,3.176471,0.315789333,2.967033,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Alewife,1583,188,9,NA,NA,40,SL,NA,NA,30,SL,NA,NA,200,NA,7251,2.70000004768372,NA,NA,2,mainly animals (troph. 2.8 and up),3.39,0.322,Troph of adults from 2 studies.,37512,3.29,0.44,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,3.39000010490417,0.321999996900558,TRUE,51.2703990936279
78,Alosa_pseudoharengus,0,Actinopterygii,Clupeiformes,Clupeidae,Alosa,pseudoharengus,NA,Anadromous alewife,"NAFO 5Ze",41.62750249,-66.21484739,Marine,Catch per tow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.475643375,0.163707,0.040789474,0.081818182,0.147058833,0.022727273,0.020594957,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Alewife,1583,188,9,NA,NA,40,SL,NA,NA,30,SL,NA,NA,200,NA,7251,2.70000004768372,NA,NA,2,mainly animals (troph. 2.8 and up),3.39,0.322,Troph of adults from 2 studies.,37512,3.29,0.44,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,3.39000010490417,0.321999996900558,TRUE,51.2703990936279
79,Alosa_pseudoharengus,0,Actinopterygii,Clupeiformes,Clupeidae,Alosa,pseudoharengus,NA,Anadromous alewife,"Southern Gulf of St. Lawrence, NAFO 4T",47,-63,Marine,Average Biomass (kg) per standard tow (ie. 1.75 nautical mile tow),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.715101759,0.829279544,2.488282711,3.337963293,0.436641699,0.273268287,0.223316508,1.150859098,0.189955657,0.627930133,0.049956496,0.074127606,0.09196778,0.05854161,1.057353169,0.295239445,0.263513704,0.15488583,1.444263848,0.085564762,0.418771609,0.040819125,0.389662639,0.288577656,0.090893387,0.15897359,0.118511114,0.043473312,0.128451261,0.332299689,0.126333144,0.286000767,0.32884696,0.314224633,0.071642545,0.128432441,0.854615176,0.685193252,0.853407507,0.377639402,0.340082055,0.56934711,0.118552979,1.620973845,1.632371974,0.296066734,NULL,NULL,NULL,NULL,Alewife,1583,188,9,NA,NA,40,SL,NA,NA,30,SL,NA,NA,200,NA,7251,2.70000004768372,NA,NA,2,mainly animals (troph. 2.8 and up),3.39,0.322,Troph of adults from 2 studies.,37512,3.29,0.44,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,3.39000010490417,0.321999996900558,TRUE,51.2703990936279
80,Alosa_pseudoharengus,1,Actinopterygii,Clupeiformes,Clupeidae,Alosa,pseudoharengus,NA,Alewife,"NAFO 4VW",44.19795,-61.56738,Marine,Biomass (Kg),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,41785.0139,NULL,NULL,NULL,77806.7782,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Alewife,1583,188,9,NA,NA,40,SL,NA,NA,30,SL,NA,NA,200,NA,7251,2.70000004768372,NA,NA,2,mainly animals (troph. 2.8 and up),3.39,0.322,Troph of adults from 2 studies.,37512,3.29,0.44,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,3.39000010490417,0.321999996900558,TRUE,51.2703990936279
81,Alosa_pseudoharengus,0,Actinopterygii,Clupeiformes,Clupeidae,Alosa,pseudoharengus,NA,Alewife,"NAFO 4VW",44.19795,-61.56738,Marine,Biomass (Kg),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7927.17782,NULL,1898.20857,5365.9847,122889.803,NULL,4989.15309,20133.5725,NULL,11570.3526,NULL,680700.64,7428.29461,NULL,1228.89803,45086.4058,NULL,23881.6019,NULL,891094.747,16725.4169,NULL,NULL,NULL,NULL,Alewife,1583,188,9,NA,NA,40,SL,NA,NA,30,SL,NA,NA,200,NA,7251,2.70000004768372,NA,NA,2,mainly animals (troph. 2.8 and up),3.39,0.322,Troph of adults from 2 studies.,37512,3.29,0.44,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,3.39000010490417,0.321999996900558,TRUE,51.2703990936279
82,Alosa_pseudoharengus,0,Actinopterygii,Clupeiformes,Clupeidae,Alosa,pseudoharengus,NA,Alewife,"NAFO 4X",43.2532,-65.50048,Marine,Biomass (Kg),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,790.662542,275.814541,NULL,NULL,NULL,NULL,NULL,NULL,23611.9927,917.041579,1369.67606,NULL,601.411019,1394.21669,NULL,289.770031,1776.89732,NULL,NULL,618.138868,NULL,NULL,NULL,NULL,NULL,Alewife,1583,188,9,NA,NA,40,SL,NA,NA,30,SL,NA,NA,200,NA,7251,2.70000004768372,NA,NA,2,mainly animals (troph. 2.8 and up),3.39,0.322,Troph of adults from 2 studies.,37512,3.29,0.44,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,3.39000010490417,0.321999996900558,TRUE,51.2703990936279
83,Lepomis_gulosus,0,Actinopterygii,Perciformes,Centrarchidae,Lepomis,gulosus,NA,Warmouth,"Point Pelee National Park, Ontario",41.970728,-82.517801,Freshwater,Fish caught per hoop net,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.5375,1.5207,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Warmouth,3373,3814,NA,NA,NA,31,TL,NA,NA,NA,NA,NA,NA,1110,NA,4699,NA,NA,NA,NA,mainly animals (troph. 2.8 and up),NA,NA,NA,NA,3.35,0.5,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,3.34999990463257,0.5,TRUE,31
84,Alosa_pseudoharengus,0,Fish,Clupeiformes,Clupeidae,Alosa,pseudoharengus,NULL,Gaspereux,Prince Edward Island National Park,46.416091,-63.074093,Freshwater,CPUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.349249909,NULL,1.173354314,0.480183741,2.458001768,0.047982087,0.031045279,0.005478051,0.092392609,0.009668375,0.048479087,0.001878699,NULL,NULL,NULL,Alewife,1583,188,9,NA,NA,40,SL,NA,NA,30,SL,NA,NA,200,NA,7251,2.70000004768372,NA,NA,2,mainly animals (troph. 2.8 and up),3.39,0.322,Troph of adults from 2 studies.,37512,3.29,0.44,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,3.39000010490417,0.321999996900558,TRUE,51.2703990936279
